Date,Attendance,Admissions,Tri_1,Tri_2,Tri_3,Tri_4,Tri_5
16-JUN-2014,158,16.0,,19,54,78,7.0
17-JUN-2014,114,17.0,,17,39,54,4.0
18-JUN-2014,121,22.0,,17,44,58,
19-JUN-2014,141,19.0,,15,59,62,3.0
20-JUN-2014,140,15.0,,18,47,65,10.0
21-JUN-2014,138,13.0,,18,48,69,
22-JUN-2014,147,19.0,,19,59,65,
23-JUN-2014,141,10.0,,17,44,77,3.0
24-JUN-2014,133,21.0,,18,44,64,5.0
25-JUN-2014,153,11.0,,32,55,60,5.0
26-JUN-2014,139,10.0,,19,48,64,7.0
27-JUN-2014,143,12.0,,22,53,63,3.0
28-JUN-2014,162,21.0,,21,48,89,3.0
29-JUN-2014,139,16.0,,11,40,74,13.0
30-JUN-2014,158,25.0,,17,52,79,10.0
